1.141612903225806406e+02,1.141290322580645125e+02,1.175806451612903203e+02,1.475501113585747127e-02,1.489628289015732313e-02,-4.694835680751037639e-03
9.937931034482758719e+01,1.057816091954022966e+02,1.082988505747126453e+02,4.294885986274075973e-02,1.175838926174498436e-02,5.597989949748738425e-01
1.574494382022471939e+02,1.634494382022471939e+02,1.645393258426966270e+02,2.201905293645529949e-02,3.322942002672040710e-03,7.335164835164844632e-01
5.247727272727272663e+01,6.604545454545454675e+01,7.218181818181818699e+01,1.580674567000912023e-01,4.439329168036831863e-02,5.250659630606858697e-01
1.467058823529411882e+02,1.520784313725490335e+02,1.533921568627451109e+02,2.228030055537406212e-02,4.300661146415041443e-03,6.715686274509806708e-01
1.849921875000000000e+02,1.873828125000000000e+02,1.894687500000000000e+02,1.195468485948551068e-02,5.535170097642888414e-03,3.642857142857142683e-01
1.604490740740740762e+02,1.624583333333333428e+02,1.649259259259259238e+02,1.375905294460806096e-02,7.537297603054479711e-03,2.893333333333350521e-01
8.263414634146342053e+01,9.309756097560975263e+01,9.258536585365853000e+01,5.679287305122487223e-02,-2.758439511362160632e-03,1.108527131782946595e+00
1.877073170731707421e+02,1.922195121951219505e+02,1.934146341463414558e+02,1.497504159733772239e-02,3.099108215799109209e-03,6.537102473498240807e-01
4.351239669421487832e+01,5.176859504132231393e+01,5.319834710743801764e+01,1.001538198598529994e-01,1.362097472639950922e-02,7.427509293680295555e-01
1.566971830985915517e+02,1.581056338028168966e+02,1.599154929577464657e+02,1.016481683311456531e-02,5.691002900861375641e-03,2.801120448179270639e-01
1.568955223880597032e+02,1.583507462686567067e+02,1.601343283582089612e+02,1.021609152111483884e-02,5.600206200060972930e-03,2.897473997028197634e-01
1.284752475247524615e+02,1.362475247524752433e+02,1.380594059405940470e+02,3.595839524517088076e-02,6.605305901461801590e-03,6.820156385751532380e-01
8.627272727272726627e+01,1.026103896103896034e+02,1.068831168831168839e+02,1.067034223088819123e-01,2.039551174756683294e-02,6.565762004175361710e-01
1.584130434782608745e+02,1.605173913043478251e+02,1.619913043478260875e+02,1.116795353697093256e-02,4.570149776885023239e-03,4.165232358003432833e-01
1.298909090909091049e+02,1.308909090909091049e+02,1.328909090909091049e+02,1.141631495191309728e-02,7.582023711055968680e-03,2.000000000000000111e-01
1.020476190476190510e+02,1.141142857142857139e+02,1.230761904761904759e+02,9.340891784414923071e-02,3.778357759486046519e-02,4.023499523658301547e-01
8.289361702127659726e+01,9.500000000000000000e+01,9.785106382978723616e+01,8.275456150676868683e-02,1.478375992939100908e-02,6.798088410991635078e-01
4.884482758620689680e+01,5.826724137931034164e+01,5.958620689655172242e+01,9.906185403084749597e-02,1.119157340355498263e-02,7.812723373838453833e-01
3.850847457627118331e+01,5.051694915254237372e+01,5.175000000000000000e+01,1.467067273836909491e-01,1.205717837165940810e-02,8.296252927400469268e-01
5.866081871345028986e+01,7.861988304093567592e+01,8.663742690058479923e+01,1.925460838766803739e-01,4.851551718036731936e-02,5.545085296506905292e-01
8.141975308641974607e+01,1.084135802469135825e+02,1.226604938271604937e+02,2.020810017845800499e-01,6.165517978308488606e-02,4.864834798086552503e-01
6.346052631578947256e+01,6.505263157894736992e+01,6.679605263157894512e+01,2.560735390676296269e-02,1.322289306920809704e-02,3.134715025906744112e-01
1.459696969696969688e+02,1.492045454545454675e+02,1.518030303030303116e+02,1.958988449600573140e-02,8.632622756902309444e-03,3.836477987421397784e-01
1.243437500000000000e+02,1.253750000000000000e+02,1.272812500000000000e+02,1.167411823149528023e-02,7.544836116264688058e-03,2.129032258064516014e-01
